Order_ID,Workshop_ID,Product_Category,Revision_Index,Prototype_Flag,Test_Required,Expected_Steps,Material_Criticality,Material_Criticality_Num,Workshop_Skill,Workshop_OTD_Rate,Workshop_Avg_Delay,Workshop_Delay_Var,Workload_Level,Downtime_Risk,Quantity,Urgency_Level,Promised_LT,Actual_LT,LateFlag,Difficulty_Score,Shock_Flag,Delay_Days_Raw,Delay_Days_Positive
O00099,W01,Electronic Board,1,0,0,9,Medium,1,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.6455033669875763,0.4086693773667128,9,0,9,15,1,0.2259261784456517,1,6,6
O00100,W01,Communication Module,2,0,1,10,Medium,1,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.414296273020095,0.3457308057626326,1,0,12,17,1,0.2950036955570332,0,5,5
O00101,W01,Electronic Board,2,1,0,8,High,2,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.5421696465916104,0.6689476589915796,9,0,16,25,1,0.5397593763070636,1,9,9
O00102,W01,Electronic Board,2,0,0,10,Medium,1,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.26008320505423277,0.4964174824393083,3,0,8,13,1,0.09102912176898147,0,5,5
O00103,W01,Communication Module,2,0,0,9,Medium,1,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.50290878812589,0.9654159534817355,8,2,12,19,1,0.17601807584406148,0,7,7
O00104,W01,Communication Module,1,1,1,12,Medium,1,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.22907389503531977,0.6072114304940721,10,0,19,25,1,0.4301758632623619,0,6,6
O00105,W01,LRU,1,0,1,8,Medium,1,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.3286391981210304,0.6901267695784598,1,0,13,18,1,0.26502371934236063,0,5,5
O00106,W01,Communication Module,2,0,0,11,Low,0,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.28934586943718316,0.09681014930497145,6,0,15,21,1,0.1012710543030141,1,6,6
O00107,W01,LRU,2,0,1,10,Medium,1,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.3739050440782892,0.9587075259719341,1,0,12,19,1,0.2808667654274012,0,7,7
O00108,W01,Harness,3,0,0,6,High,2,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.523762512253505,0.5348981529758705,1,0,10,17,1,0.4833168792887268,0,7,7
O00109,W01,Harness,1,0,0,3,Low,0,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.6017082420509612,0.7078438944014478,10,1,4,11,1,0.21059788471783641,1,7,7
O00110,W01,RF Module,2,1,1,12,Medium,1,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.1904392506554996,0.45640385790184534,9,0,19,26,1,0.4166537377294248,0,7,7
O00111,W01,Control Module,1,1,1,6,Low,0,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.29002293442767524,0.9757360243896606,1,0,18,28,1,0.4515080270496863,1,10,10
O00112,W01,Electronic Board,1,0,1,8,High,2,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.5423195601740779,0.6259895566990807,8,1,5,15,1,0.4898118460609272,0,10,10
O00113,W01,Power Distribution Module,1,0,1,10,Low,0,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.4554221302119063,0.540476692170755,10,0,13,17,1,0.3093977455741672,0,4,4
O00114,W01,Electronic Board,2,0,1,7,Low,0,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.390325402969696,0.4976477023653788,6,0,8,13,1,0.2866138910393936,1,5,5
O00115,W01,Communication Module,1,0,0,11,Low,0,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.7097227252219425,0.4690050790126722,7,1,10,13,1,0.24840295382767985,0,3,3
O00116,W01,Control Module,1,0,1,8,Medium,1,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.6556765854562467,0.6625295943661998,8,2,11,18,1,0.37948680490968634,0,7,7
O00117,W01,RF Module,2,0,0,10,Low,0,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.5896491382045764,0.6268249827842086,8,1,11,15,1,0.20637719837160173,0,4,4
O00118,W01,Electronic Board,1,0,1,10,High,2,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.5101390998995003,0.7081575538426351,9,0,5,13,1,0.47854868496482517,0,8,8
O00119,W01,Power Distribution Module,1,0,1,7,Medium,1,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.5094244924430987,0.7479901289524469,1,1,10,16,1,0.32829857235508453,0,6,6
O00120,W01,Electronic Board,1,0,0,8,Medium,1,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.6768961638142502,0.2728043301458357,4,0,5,9,1,0.23691365733498757,0,4,4
O00121,W01,Control Module,4,0,1,6,High,2,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.2021771440707164,0.8897794665398687,9,2,12,25,1,0.5207620004247507,0,13,13
O00122,W01,Communication Module,1,0,1,11,Medium,1,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.3606619363876699,0.10865710326226241,8,1,10,19,1,0.27623167773568447,1,9,9
O00123,W01,Power Distribution Module,1,0,1,10,Low,0,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.3968207368386034,0.29629963045348506,10,0,11,16,1,0.2888872578935112,1,5,5
O00124,W01,Control Module,1,0,1,6,Low,0,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.43794076644670077,0.14005540468949063,3,1,12,16,1,0.3032792682563452,0,4,4
O00125,W01,Power Distribution Module,1,0,0,11,Medium,1,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.47585086922341513,0.8351257910807337,8,0,13,21,1,0.1665478042281953,1,8,8
O00126,W01,RF Module,3,0,0,7,Medium,1,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.24271041519188655,0.18883642047563898,2,0,11,16,1,0.23494864531716028,0,5,5
O00127,W01,Control Module,4,0,1,7,Low,0,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.3703853691292853,0.7545731382181347,10,0,14,20,1,0.4296348791952499,0,6,6
O00128,W01,Power Distribution Module,3,1,1,9,Low,0,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.4519073335353256,0.2547283501174674,3,2,16,24,1,0.658167566737364,0,8,8
O00129,W01,Communication Module,1,0,1,9,Low,0,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.49638685781059205,0.8509971200521644,8,1,9,14,1,0.32373540023370717,0,5,5
O00130,W01,Control Module,3,0,1,7,High,2,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.300622714503489,0.4412227484805581,1,0,15,23,1,0.5552179500762212,0,8,8
O00131,W01,Electronic Board,1,0,1,8,Low,0,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.40773088991920736,0.9131537503472078,6,0,8,12,1,0.2927058114717226,0,4,4
O00132,W01,Control Module,4,1,1,9,High,2,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.36713119066134337,0.6382235529263369,7,2,19,31,1,0.7784959167314702,0,12,12
O00133,W01,Power Distribution Module,3,0,1,9,Low,0,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.45440280476938555,0.3368565438332687,9,1,11,16,1,0.459040981669285,0,5,5
O00134,W01,Control Module,2,0,0,9,Low,0,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.4233131257476159,0.030892837036032184,9,2,10,15,1,0.14815959401166556,0,5,5
O00135,W01,LRU,2,1,0,11,Medium,1,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.7146054010364171,0.23074630526721696,6,0,19,24,1,0.450111890362746,0,5,5
O00136,W01,RF Module,1,0,1,12,Low,0,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.4607493960310743,0.8117523712192651,1,0,11,18,1,0.311262288610876,1,7,7
O00137,W01,Power Distribution Module,1,0,0,8,Low,0,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.6694393654404317,0.07405768336907359,2,0,12,14,1,0.23430377790415108,0,2,2
O00138,W01,LRU,2,0,1,13,Medium,1,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.5686071514324587,0.4676524524502125,1,1,10,16,1,0.34901250300136055,0,6,6
O00139,W01,LRU,1,0,1,14,Medium,1,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.42797000406076047,0.21662236418404268,1,1,12,17,1,0.29978950142126615,0,5,5
O00140,W01,RF Module,2,0,1,12,Low,0,2,0.7667738071057799,6.010185439379677,2.2434200726484095,0.3595247143694306,0.6747503563802233,6,0,14,18,1,0.2758336500293007,0,4,4
